,Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec_x,Unnamed: 8_level_1,Opp,Opp_2,Tm_x,1stD,1stD_2,TotYd,TotYd_2,PassY,PassY_2,RushY,RushY_2,TO,TO_2,Offense,Defense,Sp. Tms,_x,key,Player,Tm_y,Cmp,Att,Att_2,Yds,Yds_2,Yds_3,TD,TD_2,TD_3,Int,Sk,Yds.1,Lng,Lng_2,Lng_3,Rate,Tgt,Rec_y,Fmb,FL,_y,Pos
15,9,Sun,November 10,,boxscore,T,,,,Pittsburgh Steelers,28.0,,17.0,17.0,425.0,363.0,337.0,280.0,88.0,83.0,2.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
16,9,Sun,November 10,,boxscore,T,,,,Pittsburgh Steelers,28.0,,17.0,17.0,425.0,363.0,337.0,280.0,88.0,83.0,2.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
16,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
17,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
18,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
19,10,Sun,November 17,,boxscore,L,,,@,Baltimore Colts,27.0,,16.0,17.0,202.0,426.0,144.0,256.0,58.0,170.0,5.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,11,Sun,November 24,,boxscore,W,,,,Atlanta Falcons,12.0,,17.0,10.0,260.0,162.0,127.0,102.0,133.0,60.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,11,Sun,November 24,,boxscore,W,,,,Atlanta Falcons,12.0,,17.0,10.0,260.0,162.0,127.0,102.0,133.0,60.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,11,Sun,November 24,,boxscore,W,,,,Atlanta Falcons,12.0,,17.0,10.0,260.0,162.0,127.0,102.0,133.0,60.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,11,Sun,November 24,,boxscore,W,,,,Atlanta Falcons,12.0,,17.0,10.0,260.0,162.0,127.0,102.0,133.0,60.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,11,Sun,November 24,,boxscore,W,,,,Atlanta Falcons,12.0,,17.0,10.0,260.0,162.0,127.0,102.0,133.0,60.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,11,Sun,November 24,,boxscore,W,,,,Atlanta Falcons,12.0,,17.0,10.0,260.0,162.0,127.0,102.0,133.0,60.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,11,Sun,November 24,,boxscore,W,,,,Atlanta Falcons,12.0,,17.0,10.0,260.0,162.0,127.0,102.0,133.0,60.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,11,Sun,November 24,,boxscore,W,,,,Atlanta Falcons,12.0,,17.0,10.0,260.0,162.0,127.0,102.0,133.0,60.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,11,Sun,November 24,,boxscore,W,,,,Atlanta Falcons,12.0,,17.0,10.0,260.0,162.0,127.0,102.0,133.0,60.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,11,Sun,November 24,,boxscore,W,,,,Atlanta Falcons,12.0,,17.0,10.0,260.0,162.0,127.0,102.0,133.0,60.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,11,Sun,November 24,,boxscore,W,,,,Atlanta Falcons,12.0,,17.0,10.0,260.0,162.0,127.0,102.0,133.0,60.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,11,Sun,November 24,,boxscore,W,,,,Atlanta Falcons,12.0,,17.0,10.0,260.0,162.0,127.0,102.0,133.0,60.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,11,Sun,November 24,,boxscore,W,,,,Atlanta Falcons,12.0,,17.0,10.0,260.0,162.0,127.0,102.0,133.0,60.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,11,Sun,November 24,,boxscore,W,,,,Atlanta Falcons,12.0,,17.0,10.0,260.0,162.0,127.0,102.0,133.0,60.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,11,Sun,November 24,,boxscore,W,,,,Atlanta Falcons,12.0,,17.0,10.0,260.0,162.0,127.0,102.0,133.0,60.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15,11,Sun,November 24,,boxscore,W,,,,Atlanta Falcons,12.0,,17.0,10.0,260.0,162.0,127.0,102.0,133.0,60.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
16,11,Sun,November 24,,boxscore,W,,,,Atlanta Falcons,12.0,,17.0,10.0,260.0,162.0,127.0,102.0,133.0,60.0,3.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,12,Sun,December 1,,boxscore,W,,,@,Pittsburgh Steelers,10.0,,18.0,13.0,322.0,167.0,137.0,90.0,185.0,77.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,12,Sun,December 1,,boxscore,W,,,@,Pittsburgh Steelers,10.0,,18.0,13.0,322.0,167.0,137.0,90.0,185.0,77.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,12,Sun,December 1,,boxscore,W,,,@,Pittsburgh Steelers,10.0,,18.0,13.0,322.0,167.0,137.0,90.0,185.0,77.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,12,Sun,December 1,,boxscore,W,,,@,Pittsburgh Steelers,10.0,,18.0,13.0,322.0,167.0,137.0,90.0,185.0,77.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,12,Sun,December 1,,boxscore,W,,,@,Pittsburgh Steelers,10.0,,18.0,13.0,322.0,167.0,137.0,90.0,185.0,77.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,12,Sun,December 1,,boxscore,W,,,@,Pittsburgh Steelers,10.0,,18.0,13.0,322.0,167.0,137.0,90.0,185.0,77.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,12,Sun,December 1,,boxscore,W,,,@,Pittsburgh Steelers,10.0,,18.0,13.0,322.0,167.0,137.0,90.0,185.0,77.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,12,Sun,December 1,,boxscore,W,,,@,Pittsburgh Steelers,10.0,,18.0,13.0,322.0,167.0,137.0,90.0,185.0,77.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,12,Sun,December 1,,boxscore,W,,,@,Pittsburgh Steelers,10.0,,18.0,13.0,322.0,167.0,137.0,90.0,185.0,77.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,12,Sun,December 1,,boxscore,W,,,@,Pittsburgh Steelers,10.0,,18.0,13.0,322.0,167.0,137.0,90.0,185.0,77.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,12,Sun,December 1,,boxscore,W,,,@,Pittsburgh Steelers,10.0,,18.0,13.0,322.0,167.0,137.0,90.0,185.0,77.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,12,Sun,December 1,,boxscore,W,,,@,Pittsburgh Steelers,10.0,,18.0,13.0,322.0,167.0,137.0,90.0,185.0,77.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,12,Sun,December 1,,boxscore,W,,,@,Pittsburgh Steelers,10.0,,18.0,13.0,322.0,167.0,137.0,90.0,185.0,77.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,12,Sun,December 1,,boxscore,W,,,@,Pittsburgh Steelers,10.0,,18.0,13.0,322.0,167.0,137.0,90.0,185.0,77.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,12,Sun,December 1,,boxscore,W,,,@,Pittsburgh Steelers,10.0,,18.0,13.0,322.0,167.0,137.0,90.0,185.0,77.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15,12,Sun,December 1,,boxscore,W,,,@,Pittsburgh Steelers,10.0,,18.0,13.0,322.0,167.0,137.0,90.0,185.0,77.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
16,12,Sun,December 1,,boxscore,W,,,@,Pittsburgh Steelers,10.0,,18.0,13.0,322.0,167.0,137.0,90.0,185.0,77.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
17,12,Sun,December 1,,boxscore,W,,,@,Pittsburgh Steelers,10.0,,18.0,13.0,322.0,167.0,137.0,90.0,185.0,77.0,2.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,13,Sun,December 8,,boxscore,W,,,@,New York Giants,21.0,,19.0,22.0,351.0,441.0,74.0,284.0,277.0,157.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,13,Sun,December 8,,boxscore,W,,,@,New York Giants,21.0,,19.0,22.0,351.0,441.0,74.0,284.0,277.0,157.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,13,Sun,December 8,,boxscore,W,,,@,New York Giants,21.0,,19.0,22.0,351.0,441.0,74.0,284.0,277.0,157.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,13,Sun,December 8,,boxscore,W,,,@,New York Giants,21.0,,19.0,22.0,351.0,441.0,74.0,284.0,277.0,157.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,13,Sun,December 8,,boxscore,W,,,@,New York Giants,21.0,,19.0,22.0,351.0,441.0,74.0,284.0,277.0,157.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,13,Sun,December 8,,boxscore,W,,,@,New York Giants,21.0,,19.0,22.0,351.0,441.0,74.0,284.0,277.0,157.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,13,Sun,December 8,,boxscore,W,,,@,New York Giants,21.0,,19.0,22.0,351.0,441.0,74.0,284.0,277.0,157.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,13,Sun,December 8,,boxscore,W,,,@,New York Giants,21.0,,19.0,22.0,351.0,441.0,74.0,284.0,277.0,157.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,13,Sun,December 8,,boxscore,W,,,@,New York Giants,21.0,,19.0,22.0,351.0,441.0,74.0,284.0,277.0,157.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,13,Sun,December 8,,boxscore,W,,,@,New York Giants,21.0,,19.0,22.0,351.0,441.0,74.0,284.0,277.0,157.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,13,Sun,December 8,,boxscore,W,,,@,New York Giants,21.0,,19.0,22.0,351.0,441.0,74.0,284.0,277.0,157.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,13,Sun,December 8,,boxscore,W,,,@,New York Giants,21.0,,19.0,22.0,351.0,441.0,74.0,284.0,277.0,157.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,13,Sun,December 8,,boxscore,W,,,@,New York Giants,21.0,,19.0,22.0,351.0,441.0,74.0,284.0,277.0,157.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,13,Sun,December 8,,boxscore,W,,,@,New York Giants,21.0,,19.0,22.0,351.0,441.0,74.0,284.0,277.0,157.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,13,Sun,December 8,,boxscore,W,,,@,New York Giants,21.0,,19.0,22.0,351.0,441.0,74.0,284.0,277.0,157.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,14,Sat,December 14,,boxscore,W,,,,Cleveland Browns,16.0,,16.0,13.0,324.0,318.0,121.0,189.0,203.0,129.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,14,Sat,December 14,,boxscore,W,,,,Cleveland Browns,16.0,,16.0,13.0,324.0,318.0,121.0,189.0,203.0,129.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,14,Sat,December 14,,boxscore,W,,,,Cleveland Browns,16.0,,16.0,13.0,324.0,318.0,121.0,189.0,203.0,129.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,14,Sat,December 14,,boxscore,W,,,,Cleveland Browns,16.0,,16.0,13.0,324.0,318.0,121.0,189.0,203.0,129.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,14,Sat,December 14,,boxscore,W,,,,Cleveland Browns,16.0,,16.0,13.0,324.0,318.0,121.0,189.0,203.0,129.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,14,Sat,December 14,,boxscore,W,,,,Cleveland Browns,16.0,,16.0,13.0,324.0,318.0,121.0,189.0,203.0,129.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,14,Sat,December 14,,boxscore,W,,,,Cleveland Browns,16.0,,16.0,13.0,324.0,318.0,121.0,189.0,203.0,129.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,14,Sat,December 14,,boxscore,W,,,,Cleveland Browns,16.0,,16.0,13.0,324.0,318.0,121.0,189.0,203.0,129.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,14,Sat,December 14,,boxscore,W,,,,Cleveland Browns,16.0,,16.0,13.0,324.0,318.0,121.0,189.0,203.0,129.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,14,Sat,December 14,,boxscore,W,,,,Cleveland Browns,16.0,,16.0,13.0,324.0,318.0,121.0,189.0,203.0,129.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,14,Sat,December 14,,boxscore,W,,,,Cleveland Browns,16.0,,16.0,13.0,324.0,318.0,121.0,189.0,203.0,129.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,14,Sat,December 14,,boxscore,W,,,,Cleveland Browns,16.0,,16.0,13.0,324.0,318.0,121.0,189.0,203.0,129.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,14,Sat,December 14,,boxscore,W,,,,Cleveland Browns,16.0,,16.0,13.0,324.0,318.0,121.0,189.0,203.0,129.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,14,Sat,December 14,,boxscore,W,,,,Cleveland Browns,16.0,,16.0,13.0,324.0,318.0,121.0,189.0,203.0,129.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,14,Sat,December 14,,boxscore,W,,,,Cleveland Browns,16.0,,16.0,13.0,324.0,318.0,121.0,189.0,203.0,129.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15,14,Sat,December 14,,boxscore,W,,,,Cleveland Browns,16.0,,16.0,13.0,324.0,318.0,121.0,189.0,203.0,129.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
16,14,Sat,December 14,,boxscore,W,,,,Cleveland Browns,16.0,,16.0,13.0,324.0,318.0,121.0,189.0,203.0,129.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
17,14,Sat,December 14,,boxscore,W,,,,Cleveland Browns,16.0,,16.0,13.0,324.0,318.0,121.0,189.0,203.0,129.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
18,14,Sat,December 14,,boxscore,W,,,,Cleveland Browns,16.0,,16.0,13.0,324.0,318.0,121.0,189.0,203.0,129.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,1,Sun,September 17,,boxscore,L,,,,New York Giants,37.0,,20.0,15.0,358.0,336.0,153.0,232.0,205.0,104.0,6.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,1,Sun,September 17,,boxscore,L,,,,New York Giants,37.0,,20.0,15.0,358.0,336.0,153.0,232.0,205.0,104.0,6.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,1,Sun,September 17,,boxscore,L,,,,New York Giants,37.0,,20.0,15.0,358.0,336.0,153.0,232.0,205.0,104.0,6.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,1,Sun,September 17,,boxscore,L,,,,New York Giants,37.0,,20.0,15.0,358.0,336.0,153.0,232.0,205.0,104.0,6.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,1,Sun,September 17,,boxscore,L,,,,New York Giants,37.0,,20.0,15.0,358.0,336.0,153.0,232.0,205.0,104.0,6.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,1,Sun,September 17,,boxscore,L,,,,New York Giants,37.0,,20.0,15.0,358.0,336.0,153.0,232.0,205.0,104.0,6.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,1,Sun,September 17,,boxscore,L,,,,New York Giants,37.0,,20.0,15.0,358.0,336.0,153.0,232.0,205.0,104.0,6.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,1,Sun,September 17,,boxscore,L,,,,New York Giants,37.0,,20.0,15.0,358.0,336.0,153.0,232.0,205.0,104.0,6.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,1,Sun,September 17,,boxscore,L,,,,New York Giants,37.0,,20.0,15.0,358.0,336.0,153.0,232.0,205.0,104.0,6.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,1,Sun,September 17,,boxscore,L,,,,New York Giants,37.0,,20.0,15.0,358.0,336.0,153.0,232.0,205.0,104.0,6.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,1,Sun,September 17,,boxscore,L,,,,New York Giants,37.0,,20.0,15.0,358.0,336.0,153.0,232.0,205.0,104.0,6.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,1,Sun,September 17,,boxscore,L,,,,New York Giants,37.0,,20.0,15.0,358.0,336.0,153.0,232.0,205.0,104.0,6.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,1,Sun,September 17,,boxscore,L,,,,New York Giants,37.0,,20.0,15.0,358.0,336.0,153.0,232.0,205.0,104.0,6.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,1,Sun,September 17,,boxscore,L,,,,New York Giants,37.0,,20.0,15.0,358.0,336.0,153.0,232.0,205.0,104.0,6.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,1,Sun,September 17,,boxscore,L,,,,New York Giants,37.0,,20.0,15.0,358.0,336.0,153.0,232.0,205.0,104.0,6.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15,1,Sun,September 17,,boxscore,L,,,,New York Giants,37.0,,20.0,15.0,358.0,336.0,153.0,232.0,205.0,104.0,6.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
16,1,Sun,September 17,,boxscore,L,,,,New York Giants,37.0,,20.0,15.0,358.0,336.0,153.0,232.0,205.0,104.0,6.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,2,Sun,September 24,,boxscore,W,,,@,Pittsburgh Steelers,14.0,,12.0,17.0,283.0,237.0,137.0,143.0,146.0,94.0,1.0,6.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,2,Sun,September 24,,boxscore,W,,,@,Pittsburgh Steelers,14.0,,12.0,17.0,283.0,237.0,137.0,143.0,146.0,94.0,1.0,6.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Sun,September 24,,boxscore,W,,,@,Pittsburgh Steelers,14.0,,12.0,17.0,283.0,237.0,137.0,143.0,146.0,94.0,1.0,6.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,2,Sun,September 24,,boxscore,W,,,@,Pittsburgh Steelers,14.0,,12.0,17.0,283.0,237.0,137.0,143.0,146.0,94.0,1.0,6.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,2,Sun,September 24,,boxscore,W,,,@,Pittsburgh Steelers,14.0,,12.0,17.0,283.0,237.0,137.0,143.0,146.0,94.0,1.0,6.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,2,Sun,September 24,,boxscore,W,,,@,Pittsburgh Steelers,14.0,,12.0,17.0,283.0,237.0,137.0,143.0,146.0,94.0,1.0,6.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,2,Sun,September 24,,boxscore,W,,,@,Pittsburgh Steelers,14.0,,12.0,17.0,283.0,237.0,137.0,143.0,146.0,94.0,1.0,6.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,2,Sun,September 24,,boxscore,W,,,@,Pittsburgh Steelers,14.0,,12.0,17.0,283.0,237.0,137.0,143.0,146.0,94.0,1.0,6.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,2,Sun,September 24,,boxscore,W,,,@,Pittsburgh Steelers,14.0,,12.0,17.0,283.0,237.0,137.0,143.0,146.0,94.0,1.0,6.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,2,Sun,September 24,,boxscore,W,,,@,Pittsburgh Steelers,14.0,,12.0,17.0,283.0,237.0,137.0,143.0,146.0,94.0,1.0,6.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,2,Sun,September 24,,boxscore,W,,,@,Pittsburgh Steelers,14.0,,12.0,17.0,283.0,237.0,137.0,143.0,146.0,94.0,1.0,6.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,2,Sun,September 24,,boxscore,W,,,@,Pittsburgh Steelers,14.0,,12.0,17.0,283.0,237.0,137.0,143.0,146.0,94.0,1.0,6.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,2,Sun,September 24,,boxscore,W,,,@,Pittsburgh Steelers,14.0,,12.0,17.0,283.0,237.0,137.0,143.0,146.0,94.0,1.0,6.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,2,Sun,September 24,,boxscore,W,,,@,Pittsburgh Steelers,14.0,,12.0,17.0,283.0,237.0,137.0,143.0,146.0,94.0,1.0,6.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,2,Sun,September 24,,boxscore,W,,,@,Pittsburgh Steelers,14.0,,12.0,17.0,283.0,237.0,137.0,143.0,146.0,94.0,1.0,6.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15,2,Sun,September 24,,boxscore,W,,,@,Pittsburgh Steelers,14.0,,12.0,17.0,283.0,237.0,137.0,143.0,146.0,94.0,1.0,6.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
16,2,Sun,September 24,,boxscore,W,,,@,Pittsburgh Steelers,14.0,,12.0,17.0,283.0,237.0,137.0,143.0,146.0,94.0,1.0,6.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Sun,October 1,,boxscore,W,,,,Detroit Lions,28.0,,21.0,20.0,403.0,310.0,313.0,194.0,90.0,116.0,1.0,3.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
